CanonicalTerm,Synonyms,Definition,SourceDocs,SourceRefs,Notes,SourceCount
ProposedAuthority,,"Column that allows the agent to suggest which source should govern, labeled PROPOSAL.",SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE,@repo/docs/thesis/05_epistemic_architecture.md:L96|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0007;@repo/docs/thesis/05_epistemic_architecture.md:L100|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0007,,1
HumanRuling,,Column that remains TBD until the licensed professional adjudicates.,SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE,@repo/docs/thesis/05_epistemic_architecture.md:L96|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0007;@repo/docs/thesis/05_epistemic_architecture.md:L100|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0007,,1
aggregate warrant state,,The distribution of a deliverable's claims across warrant lifecycle states.,SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE,@repo/docs/thesis/05_epistemic_architecture.md:L155|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0010;@repo/docs/thesis/05_epistemic_architecture.md:L161|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0010;@repo/docs/thesis/05_epistemic_architecture.md:L163|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0010,,1
AUDIT_EPISTEMIC,,"Agent that reads a deliverable's document kit, classifies claims by warrant state, and reports warrant evidence metrics.",SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE,@repo/docs/thesis/05_epistemic_architecture.md:L165|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0010,,1
Reinforcement Learning from Human Feedback (RLHF),RLHF,Training approach that improves average output quality by training the model to produce outputs human raters prefer.,SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE,@repo/docs/thesis/05_epistemic_architecture.md:L173|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0012;@repo/docs/thesis/05_epistemic_architecture.md:L175|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0012,Alternative approach compared against Chirality.,1
Retrieval-Augmented Generation (RAG),RAG,Systems retrieve relevant documents and present them to the model alongside the prompt.,SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE,@repo/docs/thesis/05_epistemic_architecture.md:L177|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0013;@repo/docs/thesis/05_epistemic_architecture.md:L179|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0013,Alternative approach compared against Chirality.,1
Post-Hoc Factuality Checking,post-hoc systems,Systems verify model outputs against a reference corpus after generation.,SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE,@repo/docs/thesis/05_epistemic_architecture.md:L181|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0014;@repo/docs/thesis/05_epistemic_architecture.md:L183|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0014,Alternative approach compared against Chirality.,1
extrinsic provenance,extrinsic evidence,Specific file paths and section references external to the model output.,SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE,@repo/docs/thesis/05_epistemic_architecture.md:L187|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0015,Contrasted with model self-assessment.,1
authentication,,"The professional accepts professional responsibility after direct supervision or thorough review.;A licensed professional represents completion, thorough review, or direct supervision and control and accepts professional responsibility.;The act by which a Licensed Professional formally signs, seals, or otherwise attests that a document is their engineering work product and is fit for its intended reliance purpose.",SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE;SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING;SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/05_epistemic_architecture.md:L21|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0003;@repo/docs/thesis/05_epistemic_architecture.md:L161|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0010;@repo/docs/thesis/05_epistemic_architecture.md:L211|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0017;@repo/docs/thesis/appendix_c_apega_mapping.md:L111|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0010;@repo/docs/thesis/appendix_c_apega_mapping.md:L134|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0011;@repo/docs/thesis/glossary.md:L10|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites DIRECTIVE.md §3.2,3
K-AUTH-2,authentication binding,Authentication binds to a specific git SHA so the warrant-to-content relationship is mechanically verifiable.;Invariant under which content change after authentication voids the authentication.;Approvals bind to a specific git SHA; content change after approval voids the approval.,SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE;SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING,@repo/docs/thesis/05_epistemic_architecture.md:L161|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-05-EPISTEMIC-ARCHITECTURE.html#SEC-DG017-0010;@repo/docs/thesis/06_professional_practice.md:L193|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0021;@repo/docs/thesis/06_professional_practice.md:L305|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0035;@repo/docs/thesis/appendix_c_apega_mapping.md:L151|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0012,,3
Engineering and Geoscience Professions Act,EGP Act;EGP_Act,Alberta legislation governing professional engineering practice as cited by the chapter.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/06_professional_practice.md:L7|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0002;@repo/docs/thesis/06_professional_practice.md:L21|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0004;@repo/docs/thesis/references.md:L9|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0002,,2
APEGA practice standards,practice standards,Standards that operationalize legislative professional-practice requirements.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L7|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0002;@repo/docs/thesis/06_professional_practice.md:L23|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0004,,1
Professional Practice Management Plan,PPMP;PPMP Guideline,"Documented practice-management system requiring QC/QA processes, including relying-on-others processes.",SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L27|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0004;@repo/docs/thesis/06_professional_practice.md:L92|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0012;@repo/docs/thesis/06_professional_practice.md:L128|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0015,,1
Authenticating Professional Work Products,authentication standard;APEGA_Auth,APEGA standard governing the final act by which a licensed professional accepts responsibility for a PWP.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-REFERENCES,@repo/docs/thesis/06_professional_practice.md:L26|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0004;@repo/docs/thesis/06_professional_practice.md:L191|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0021;@repo/docs/thesis/references.md:L15|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-REFERENCES.html#SEC-DG031-0002,Version and publication date require verification.,2
ISSUED lifecycle state,ISSUED,Final and irreversible deliverable lifecycle state corresponding to authenticated PWPs in Chirality.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L35|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0005,,1
IN_PROGRESS,IN_PROGRESS state,Earlier lifecycle state for work in progress that has not become a PWP.;The deliverable lifecycle state in which active human and agent work is underway.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-GLOSSARY,@repo/docs/thesis/06_professional_practice.md:L37|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0005;@repo/docs/thesis/glossary.md:L36|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-GLOSSARY.html#SEC-DG030-0001,Glossary source cites TYPES.md §5.1,2
CHECKING,CHECKING state,Earlier lifecycle state for work not yet accepted as a PWP.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L37|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0005;@repo/docs/thesis/06_professional_practice.md:L163|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0018,,1
AI-assisted professional practice,AI-assisted work,Professional practice involving AI-agent outputs under licensed-professional governance.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L39|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0006;@repo/docs/thesis/06_professional_practice.md:L41|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0006,,1
AI agents as others,others interpretation;AI agents are others,Interpretive position that AI agents fall within the relying-on-others framework because obligations attach to professional conduct.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L47|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0007;@repo/docs/thesis/06_professional_practice.md:L58|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0008;@repo/docs/thesis/06_professional_practice.md:L74|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0009,,1
applies directly,direct application,Position that the same professional obligations apply because the regulatory text makes no worker-identity distinction.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L64|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0009;@repo/docs/thesis/06_professional_practice.md:L66|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0009,,1
applies by analogy,analogical application,Contrasted position that AI agents are merely like unlicensed workers and obligations are similar rather than identical.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L66|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0009,,1
tool classification,tool interpretation;using a tool,Contrary regulatory framing treating AI agents more like calculation software than workers.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L72|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0009;@repo/docs/thesis/06_professional_practice.md:L349|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0039;@repo/docs/thesis/06_professional_practice.md:L363|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0041,,1
technology provider,LLM technology provider,Vendor supplying the large language model component without providing professional services or assuming professional responsibility.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L78|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0010;@repo/docs/thesis/06_professional_practice.md:L80|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0010,,1
cognitive engine,large language model,The LLM technology component used within the agent system.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L80|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0010;@repo/docs/thesis/06_professional_practice.md:L82|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0010,,1
controlled system architecture,governed architecture;agent architecture,"Instruction file, tool access, write scope, governance constraints, and runtime context around the LLM.",SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L82|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0010,,1
gate-controlled orchestration model,gate-controlled workflow,Workflow model where human authorization at gates is required before consequential progress.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L100|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0013;@repo/docs/thesis/06_professional_practice.md:L122|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0014,,1
Type 1 Manager agents,Type 1 agents;Manager agents,Interactive agents that present structured outputs and await licensed-professional decisions at gates.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L100|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0013;@repo/docs/thesis/06_professional_practice.md:L106|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0013,,1
Type 2 Specialist agents,Type 2 agents;Specialist agents,"Bounded agents that execute only within sealed, gate-approved briefs and return structured run reports.",SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L100|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0013;@repo/docs/thesis/06_professional_practice.md:L106|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0013,,1
Type 0 Architect,Type 0,Top agent type in the three-type hierarchy whose rules cannot be modified by Type 2 agents.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE,@repo/docs/thesis/06_professional_practice.md:L102|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0013,,1
K-GATE-1,dynamic gates,Invariant enforcing dynamic gates with minimum seal and pipeline approval requirements.;Gates are dynamic per project instance; minimum gates are seal transition and pipeline run approval.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING,@repo/docs/thesis/06_professional_practice.md:L100|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0013;@repo/docs/thesis/06_professional_practice.md:L120|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0014;@repo/docs/thesis/appendix_c_apega_mapping.md:L161|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0012,,2
K-SEAL-1,context seal,Invariant preventing Type 2 execution before context is sealed and gate-approved by a human.;No Type 2 agent execution before context is sealed and gate-approved by a human.,SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING,@repo/docs/thesis/06_professional_practice.md:L100|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0013;@repo/docs/thesis/06_professional_practice.md:L120|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0014;@repo/docs/thesis/appendix_c_apega_mapping.md:L153|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0012,,2
K-WRITE-1,write scope enforcement;write-scope enforcement,"Invariant guaranteeing agents do not write outside declared zones.;Every agent declares write scope in its header block, and no agent may write outside that declared zone.;Every agent has an explicit write scope; no agent writes outside its declared zone.",SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE;SRC-DOCS-THESIS-07-SE-DESIGN-ANALYSIS;SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING,@repo/docs/thesis/06_professional_practice.md:L104|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0013;@repo/docs/thesis/06_professional_practice.md:L329|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-06-PROFESSIONAL-PRACTICE.html#SEC-DG018-0037;@repo/docs/thesis/07_se_design_analysis.md:L0029|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-07-SE-DESIGN-ANALYSIS.html#SEC-DG019-0004;@repo/docs/thesis/07_se_design_analysis.md:L0184|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-07-SE-DESIGN-ANALYSIS.html#SEC-DG019-0018;@repo/docs/thesis/appendix_c_apega_mapping.md:L166|domains/chirality/_Decomposition/source_review_html/SRC-DOCS-THESIS-APPENDIX-C-APEGA-MAPPING.html#SEC-DG025-0012,,3
